x,y
547,370
423,354
787,289
491,873
448,501
406,441
447,442
325,681
432,578
78,834
485,599
890,181
555,513
573,587
910,344
191,665
280,913
530,92
752,140
589,281
592,275
613,373
524,552
714,508
165,923
274,907
948,538
938,659
938,604
933,580
579,469
671,211
612,594
336,577
331,484
374,593
959,811
942,962
834,898
803,839
894,879
535,498
401,366
363,730
334,734
560,439
687,407
649,425
394,727
58,480
341,849
432,625
557,537
555,523
489,562
568,525
274,707
342,696
328,731
367,726
371,709
60,761
375,584
613,591
642,591
379,380
633,621
300,816
326,604
375,587
423,597
931,361
949,366
951,415
905,230
962,328
643,222
562,69
424,781
594,702
536,958
655,373
51,576
74,610
289,646
211,742
232,790
288,863
613,397
588,901
768,381
448,492
738,330
704,387
349,140
426,856
553,952
557,588
584,600
260,731
917,521
578,228
850,129
903,174
868,164
400,914
600,619
347,701
316,725
334,731
351,649
257,653
612,446
664,490
635,656
746,244
527,635
290,661
573,533
915,331
653,805
895,231
621,575
637,590
631,581
634,587
240,657
935,510
340,581
475,956
314,943
369,854
699,495
333,378
515,565
670,641
793,355
81,703
352,898
576,795
579,792
914,217
191,408
948,258
963,386
533,926
552,558
105,882
574,601
514,518
772,726
408,596
113,573
192,673
296,958
799,259
508,499
595,924
713,593
642,192
580,329
765,270
467,457
948,416
568,578
718,385
765,314
776,315
763,327
591,564
373,648
416,498
402,646
69,755
617,620
904,324
424,682
963,398
317,792
597,404
714,714
721,799
339,704
348,692
204,752
338,416
616,615
593,613
461,437
591,542
430,403
165,799
316,512
530,541
233,636
365,722
722,396
754,378
818,500
842,437
916,567
692,513
603,453
959,291
432,587
685,393
813,240
486,483
455,476
670,403
690,326
712,441
575,531
528,146
498,251
588,626
538,501
613,565
762,431
677,362
734,357
360,896
72,809
388,338
754,377
923,211
885,213
514,344
609,592
335,701
356,722
308,631
259,724
711,667
705,677
774,738
884,740
952,575
770,418
502,547
630,671
936,425
240,956
320,654
323,585
312,618
474,486
523,471
475,117
444,552
464,541
459,654
238,904
781,73
293,958
62,787
452,905
465,377
421,486
269,936
454,494
376,645
219,727
199,864
294,934
635,658
634,634
445,489
505,458
542,905
395,843
473,482
497,494
605,593
594,629
583,544
628,620
710,675
843,168
697,438
436,795
548,235
596,426
736,245
659,233
373,605
801,483
795,386
622,655
663,623
933,243
579,617
588,515
961,548
920,471
945,529
627,514
742,593
292,847
650,433
604,406
623,514
522,906
389,897
946,513
606,383
745,621
681,719
854,154
940,211
822,464
361,730
230,558
228,585
819,115
314,491
330,680
296,689
944,546
925,407
499,658
502,695
769,397
421,471
188,861
145,805
117,785
732,66
778,71
637,188
565,568
606,562
326,591
488,211
664,365
773,582
246,754
384,955
901,274
683,315
558,706
429,757
963,476
949,532
525,951
807,90
329,550
290,958
352,539
184,793
392,602
704,673
223,283
299,340
631,408
433,655
575,251
538,245
919,207
916,222
504,612
310,960
926,239
761,120
578,704
382,614
423,556
324,633
104,521
958,414
944,471
185,662
557,400
112,798
127,860
213,903
701,444
667,478
747,515
898,581
937,247
911,258
774,350
663,704
681,550
527,552
926,257
921,304
962,430
946,388
590,536
625,421
775,260
620,574
706,443
805,339
920,333
706,331
785,274
574,576
785,119
935,334
349,718
309,727
365,707
618,442
408,693
742,351
707,332
104,745
272,928
600,612
954,332
811,270
763,388
881,501
631,604
588,312
560,345
499,961
695,64
479,53
240,928
79,851
347,939
609,661
340,831
298,805
439,854
335,807
758,62
900,322
915,543
688,476
692,492
572,608
592,792
615,763
451,784
749,610
424,927
537,655
336,691
513,675
903,240
901,289
432,609
503,548
387,504
554,454
551,511
610,448
563,502
576,562
945,231
456,508
923,274
949,293
904,375
433,453
256,585
591,454
805,195
686,368
503,494
448,618
550,503
858,198
884,203
835,147
820,179
538,541
944,532
911,306
520,188
512,173
60,539
878,144
943,243
960,295
913,166
116,831
950,297
942,242
690,589
430,576
375,633
454,558
749,517
233,909
692,467
652,495
523,560
410,495
523,579
365,152
580,540
579,511
623,494
829,310
267,954
357,961
212,480
348,525
885,143
931,250
918,258
555,581
623,517
681,568
510,531
411,911
643,594
679,597
608,657
765,347
772,363
785,425
756,318
646,489
684,518
949,510
958,472
582,790
533,809
344,599
925,217
686,553
953,356
787,385
875,183
111,643
139,536
68,780
118,806
630,651
688,652
570,899
318,667
360,693
888,503
811,337
655,487
781,488
907,194
548,68
265,945
507,932
917,252
930,238
919,227
636,600
268,896
229,906
273,783
251,936
328,646
534,541
535,538
532,562
603,550
640,655
816,167
485,601
307,433
281,907
645,396
582,398
144,853
586,559
823,232
776,228
625,501
438,652
300,937
618,644
702,753
687,751
706,709
736,384
753,379
800,363
777,349
784,437
426,425
53,627
817,245
644,305
270,657
259,637
606,618
555,595
610,659
601,539
555,598
684,574
433,946
536,926
607,915
651,686
533,467
475,469
447,903
722,200
547,584
665,407
361,738
340,535
376,953
354,709
278,708
244,646
363,730
688,530
671,605
778,312
877,185
276,538
379,585
902,225
932,282
931,185
585,452
487,629
502,591
598,595
301,955
896,140
799,154
706,373
682,400
484,631
552,534
901,181
305,948
454,567
512,521
535,550
535,922
444,905
605,851
576,598
72,767
66,812
461,440
891,215
847,215
918,201
921,229
