x,y
321,673
237,643
241,571
755,318
210,259
243,292
162,237
490,682
563,462
499,487
714,667
685,635
729,324
687,487
752,338
774,389
397,624
301,690
346,585
404,605
367,119
327,70
276,334
76,336
194,503
224,629
415,630
752,74
220,189
94,142
390,521
367,597
377,596
904,681
532,844
433,961
327,318
112,184
699,403
719,368
680,454
63,299
236,207
206,289
244,270
208,271
182,206
581,788
603,422
542,375
462,328
759,348
749,370
235,62
262,154
155,43
245,141
257,703
324,57
947,682
173,61
131,69
153,41
316,615
71,725
488,867
505,855
720,761
758,883
803,916
896,850
875,897
719,803
773,858
133,204
723,937
252,680
934,956
923,929
490,909
295,554
344,726
184,513
326,333
313,337
333,327
776,981
273,651
340,650
361,701
150,206
256,114
274,97
195,102
484,930
921,849
292,686
210,743
403,485
530,522
526,500
516,510
457,667
551,530
354,898
757,726
682,618
776,531
356,725
350,725
357,698
342,607
357,734
317,169
449,75
381,248
181,261
664,283
680,61
162,91
959,609
366,893
379,867
323,665
304,643
231,635
209,558
627,674
636,671
583,684
102,77
764,125
856,106
843,201
922,168
914,164
900,636
655,937
413,775
487,763
399,779
582,551
621,594
734,338
407,461
270,265
220,759
246,773
102,742
459,851
681,962
343,628
355,633
503,399
581,402
506,507
676,80
723,313
918,854
63,687
483,374
901,927
319,336
197,311
121,135
145,110
132,120
312,179
237,196
402,609
170,61
449,428
684,448
956,430
923,327
842,336
750,65
678,61
725,965
676,944
383,624
308,439
219,202
321,588
939,546
343,603
